session_start,session_close,session_type,session_dow,atm_iv,iv_52w_low,iv_52w_high,iv_rank,rv_har_forecast_1d,rv_daily,rv_next_1d,rv_signal,vrp,vrp_real,vrp_ratio,vrp_mean,vrp_std,vrp_z,signal_short,signal_long
2023-01-01 08:00:00+00:00,2023-01-02 08:00:00+00:00,weekend,sunday,0.14439999999999995,,,,0.29905297770404937,0.07128193142502634,0.17485361754547585,0.29905297770404937,-0.15465297770404943,-0.030453617545475903,0.4828575896773111,,,,False,False
2023-01-02 08:00:00+00:00,2023-01-03 08:00:00+00:00,weekday,monday,0.19345,,,,0.2632397607716891,0.17485361754547585,0.12783593743380856,0.2632397607716891,-0.06978976077168908,0.06561406256619146,0.7348813850647032,,,,False,False
2023-01-03 08:00:00+00:00,2023-01-04 08:00:00+00:00,weekday,tuesday,0.22709999999999994,,,,0.2562136057263184,0.12783593743380856,0.22889030070504618,0.2562136057263184,-0.029113605726318464,-0.0017903007050462383,0.8863697903794502,,,,False,False
2023-01-04 08:00:00+00:00,2023-01-05 08:00:00+00:00,weekday,wednesday,0.26439999999999997,,,,0.28256022405932163,0.22889030070504618,0.10777736232346329,0.28256022405932163,-0.01816022405932166,0.15662263767653667,0.9357297223281185,,,,False,False
2023-01-05 08:00:00+00:00,2023-01-06 08:00:00+00:00,weekday,thursday,0.23934999999999995,,,,0.26701723809515493,0.10777736232346329,0.19143094542376074,0.26701723809515493,-0.027667238095154978,0.04791905457623921,0.8963840750787205,,,,False,False
2023-01-06 08:00:00+00:00,2023-01-07 08:00:00+00:00,weekday,friday,0.27135,,,,0.28773977549024926,0.19143094542376074,0.06397510017860808,0.28773977549024926,-0.01638977549024928,0.2073748998213919,0.9430395903301013,,,,False,False
2023-01-07 08:00:00+00:00,2023-01-08 08:00:00+00:00,weekend,saturday,0.15915,,,,0.25671051646343,0.06397510017860808,0.21273671017801113,0.25671051646343,-0.09756051646343,-0.053586710178011115,0.6199590191805481,,,,False,False
2023-01-08 08:00:00+00:00,2023-01-09 08:00:00+00:00,weekend,sunday,0.19624999999999998,,,,0.27324324792421506,0.21273671017801113,0.18268688620284487,0.27324324792421506,-0.07699324792421508,0.013563113797155107,0.7182245178641361,,,,False,False
2023-01-09 08:00:00+00:00,2023-01-10 08:00:00+00:00,weekday,monday,0.2598,,,,0.23997831147109908,0.18268688620284487,0.18562094749086155,0.23997831147109908,0.0198216885289009,0.07417905250913842,1.0825978331433008,,,,False,False
2023-01-10 08:00:00+00:00,2023-01-11 08:00:00+00:00,weekday,tuesday,0.207,,,,0.281537161950694,0.18562094749086155,0.45990518786428564,0.281537161950694,-0.07453716195069401,-0.2529051878642856,0.7352492955663601,,,,False,False
2023-01-11 08:00:00+00:00,2023-01-12 08:00:00+00:00,weekday,wednesday,0.29364999999999997,,,,0.27697694461421246,0.45990518786428564,0.9392929833838274,0.27697694461421246,0.016673055385787505,-0.6456429833838274,1.060196545994146,,,,False,False
2023-01-12 08:00:00+00:00,2023-01-13 08:00:00+00:00,weekday,thursday,0.55185,,,,0.28654340028137515,0.9392929833838274,0.5595656337012704,0.28654340028137515,0.2653065997186248,-0.007715633701270486,1.925886268740105,,,,False,False
2023-01-13 08:00:00+00:00,2023-01-14 08:00:00+00:00,weekday,friday,0.35305,,,,0.36553825374264376,0.5595656337012704,1.078429685989101,0.36553825374264376,-0.012488253742643785,-0.725379685989101,0.9658359867543819,,,,False,False
2023-01-14 08:00:00+00:00,2023-01-15 08:00:00+00:00,weekend,saturday,0.56495,,,,0.5294807138190569,1.078429685989101,0.32330715627609813,0.5294807138190569,0.03546928618094303,0.24164284372390182,1.066988816127237,,,,False,False
2023-01-15 08:00:00+00:00,2023-01-16 08:00:00+00:00,weekend,sunday,0.64325,,,,0.4543683483011324,0.32330715627609813,0.5119431595545755,0.4543683483011324,0.18888165169886761,0.1313068404454245,1.4157016051075952,,,,False,False
2023-01-16 08:00:00+00:00,2023-01-17 08:00:00+00:00,weekday,monday,0.6972,,,,0.6316362847096848,0.5119431595545755,0.29138373583073296,0.6316362847096848,0.06556371529031524,0.4058162641692671,1.103799792503133,,,,False,False
2023-01-17 08:00:00+00:00,2023-01-18 08:00:00+00:00,weekday,tuesday,0.535,,,,0.45258303659573673,0.29138373583073296,0.48231594519146337,0.45258303659573673,0.0824169634042633,0.05268405480853666,1.182103518559139,,,,False,False
2023-01-18 08:00:00+00:00,2023-01-19 08:00:00+00:00,weekday,wednesday,0.50525,,,,0.5156376779383185,0.48231594519146337,0.28969895762643,0.5156376779383185,-0.010387677938318518,0.21555104237356998,0.979854695685056,,,,False,False
2023-01-19 08:00:00+00:00,2023-01-20 08:00:00+00:00,weekday,thursday,0.44334999999999997,,,,0.4662809806116144,0.28969895762643,0.7840815563914896,0.4662809806116144,-0.022930980611614415,-0.3407315563914896,0.9508215398759431,,,,False,False
2023-01-20 08:00:00+00:00,2023-01-21 08:00:00+00:00,weekday,friday,0.35329999999999995,,,,0.5177004591174159,0.7840815563914896,0.6000327246156222,0.5177004591174159,-0.16440045911741596,-0.24673272461562223,0.6824409632595487,,,,False,False
2023-01-21 08:00:00+00:00,2023-01-22 08:00:00+00:00,weekend,saturday,0.49244999999999994,,,,0.44106416707271223,0.6000327246156222,0.40741556094224085,0.44106416707271223,0.05138583292728771,0.08503443905775909,1.1165042113221961,-0.005046945969370614,0.10218487090629418,0.5522615862421401,False,False
2023-01-22 08:00:00+00:00,2023-01-23 08:00:00+00:00,weekend,sunday,0.46225,,,,0.5730052474229193,0.40741556094224085,0.43723329045711223,0.5730052474229193,-0.11075524742291926,0.02501670954288776,0.8067116349788436,-0.002359670783815456,0.10035592088367341,-1.0801114242651362,False,True
2023-01-23 08:00:00+00:00,2023-01-24 08:00:00+00:00,weekday,monday,0.45485,,,,0.5071612314250951,0.43723329045711223,0.3217770724361602,0.5071612314250951,-0.052311231425095084,0.13307292756383976,0.8968548300150951,-0.007286742449229265,0.10062702121928886,-0.4474393500901448,False,False
