session_start,session_close,session_type,session_dow,atm_iv,iv_52w_low,iv_52w_high,iv_rank,rv_1d,dow_multiplier,rv_benchmark,dow_multiplier_yesterday,vrp,vrp_ratio,vrp_mean,vrp_std,vrp_z,signal_short,signal_long
2023-01-01 08:00:00+00:00,2023-01-02 08:00:00+00:00,weekend,sunday,0.1443999999999999,0.1443999999999999,0.1443999999999999,50.0,0.0810162066672103,0.9071549599933448,0.1665585311319294,0.4412518123121033,-0.0221585311319294,0.866962496719079,,,,False,False
2023-01-02 08:00:00+00:00,2023-01-03 08:00:00+00:00,weekday,monday,0.19345,0.19345,0.19345,50.0,0.1509045718711615,0.9490415593680492,0.1578723774000262,0.9071549599933448,0.0355776225999737,1.2253568558724182,,,,False,False
2023-01-03 08:00:00+00:00,2023-01-04 08:00:00+00:00,weekday,tuesday,0.2270999999999999,0.19345,0.2270999999999999,99.99702840841556,0.1209093543953855,1.376985814990138,0.1754301107876924,0.9490415593680492,0.0516698892123074,1.294532614613913,,,,False,False
2023-01-04 08:00:00+00:00,2023-01-05 08:00:00+00:00,weekday,wednesday,0.2643999999999999,0.19345,0.2643999999999999,99.99859059645958,0.194662109505863,1.1078911832854077,0.1566206655824038,1.376985814990138,0.1077793344175961,1.6881552572696068,,,,False,False
2023-01-05 08:00:00+00:00,2023-01-06 08:00:00+00:00,weekday,thursday,0.2393499999999999,0.19345,0.2643999999999999,64.69303190889612,0.1707316653930141,1.2815663064167695,0.1974958850717219,1.1078911832854077,0.0418541149282779,1.2119239847102554,,,,False,False
2023-01-06 08:00:00+00:00,2023-01-07 08:00:00+00:00,weekday,friday,0.27135,0.19345,0.27135,99.99871633590922,0.1138652322970797,0.908236101257636,0.0806954069660624,1.2815663064167695,0.1906545930339375,3.362644916260473,,,,False,False
2023-01-07 08:00:00+00:00,2023-01-08 08:00:00+00:00,weekend,saturday,0.15915,0.1443999999999999,0.15915,99.99322125813448,0.1893602157771372,0.4771346101813657,0.0994788828737102,0.908236101257636,0.0596711171262897,1.5998370247285845,,,,False,False
2023-01-08 08:00:00+00:00,2023-01-09 08:00:00+00:00,weekend,sunday,0.1962499999999999,0.1443999999999999,0.1962499999999999,99.9980714340816,0.0460274050909113,1.0902408956385772,0.1051714930743764,0.4771346101813657,0.0910785069256235,1.8659999422202127,,,,False,False
2023-01-09 08:00:00+00:00,2023-01-10 08:00:00+00:00,weekday,monday,0.2598,0.19345,0.27135,85.17239608739185,0.2261006239666703,1.1655110277015928,0.241710590437001,1.0902408956385772,0.0180894095629988,1.074839126950516,,,,False,False
2023-01-10 08:00:00+00:00,2023-01-11 08:00:00+00:00,weekday,tuesday,0.207,0.19345,0.27135,17.394932094169576,0.1785561688654668,1.8156228380717343,0.265805399174678,1.2196541495294762,-0.058805399174678,0.7787652193775296,,,,False,False
2023-01-11 08:00:00+00:00,2023-01-12 08:00:00+00:00,weekday,wednesday,0.2936499999999999,0.19345,0.2936499999999999,99.99900201592784,0.1897715002736098,1.487607164633317,0.1554868321385819,1.8156228380717343,0.138163167861418,1.8885843640976383,,,,False,False
2023-01-12 08:00:00+00:00,2023-01-13 08:00:00+00:00,weekday,thursday,0.55185,0.19345,0.55185,99.99972098369986,0.5823252368989587,1.4390893094137482,0.5633328764114176,1.487607164633317,-0.0114828764114176,0.9796161791859784,,,,False,False
2023-01-13 08:00:00+00:00,2023-01-14 08:00:00+00:00,weekday,friday,0.35305,0.19345,0.55185,44.53128051740782,0.8746436817164049,1.1182166619828802,0.6796250460590013,1.4390893094137482,-0.3265750460590013,0.5194776179119068,,,,False,False
2023-01-14 08:00:00+00:00,2023-01-15 08:00:00+00:00,weekend,saturday,0.56495,0.1443999999999999,0.56495,99.99976221727631,1.0754570899067573,0.5369670379670994,0.5164339145187852,1.1182166619828802,0.0485160854812147,1.0939444217687024,,,,False,False
2023-01-15 08:00:00+00:00,2023-01-16 08:00:00+00:00,weekend,sunday,0.64325,0.1443999999999999,0.64325,99.99979953974324,0.5947486351650607,1.1736285387950012,1.299919589630117,0.5369670379670994,-0.656669589630117,0.4948383001005718,,,,False,False
2023-01-16 08:00:00+00:00,2023-01-17 08:00:00+00:00,weekday,monday,0.6972,0.19345,0.6972,99.9998014896219,0.4799497284635654,1.161061526075148,0.4748105092446084,1.1736285387950012,0.2223894907553916,1.4683752495478637,,,,False,False
2023-01-17 08:00:00+00:00,2023-01-18 08:00:00+00:00,weekday,tuesday,0.535,0.19345,0.6972,67.80141815814132,0.3264730229368032,1.7083574498708587,0.4803643979155063,1.161061526075148,0.0546356020844936,1.1137378255374035,,,,False,False
2023-01-18 08:00:00+00:00,2023-01-19 08:00:00+00:00,weekday,wednesday,0.50525,0.19345,0.6972,61.8957344089949,0.2769631913108101,1.495515079497285,0.242456652793781,1.7083574498708587,0.2627933472062189,2.08387765061549,,,,False,False
2023-01-19 08:00:00+00:00,2023-01-20 08:00:00+00:00,weekday,thursday,0.4433499999999999,0.19345,0.6972,49.60794200320792,0.4743166134238192,1.5680595087331255,0.4973247585569825,1.495515079497285,-0.0539747585569825,0.8914697938755481,,,,False,False
2023-01-20 08:00:00+00:00,2023-01-21 08:00:00+00:00,weekday,friday,0.3532999999999999,0.19345,0.6972,31.73208245327064,0.3012241521693106,1.2852237033918217,0.2468914082953927,1.5680595087331255,0.1064085917046072,1.4309934980697865,,,,False,False
