session_start,session_close,session_type,session_dow,atm_iv,iv_52w_low,iv_52w_high,iv_rank,rv_1d,dow_multiplier,rv_benchmark,dow_multiplier_yesterday,vrp,vrp_ratio
2023-01-01 08:00:00+00:00,2023-01-02 08:00:00+00:00,weekend,sunday,0.14439999999999995,0.14439999999999995,0.14439999999999995,50.0,0.08101620666721031,0.9071549599933447,0.1665585311319294,0.4412518123121033,-0.02215853113192945,0.866962496719079
2023-01-02 08:00:00+00:00,2023-01-03 08:00:00+00:00,weekday,monday,0.19345,0.19345,0.19345,50.0,0.15090457187116155,0.9490415593680493,0.15787237740002627,0.9071549599933447,0.03557762259997374,1.2253568558724182
2023-01-03 08:00:00+00:00,2023-01-04 08:00:00+00:00,weekday,tuesday,0.22709999999999994,0.19345,0.22709999999999994,99.99702840841555,0.1209093543953855,1.376985814990138,0.17543011078769247,0.9490415593680493,0.051669889212307474,1.294532614613913
2023-01-04 08:00:00+00:00,2023-01-05 08:00:00+00:00,weekday,wednesday,0.26439999999999997,0.19345,0.26439999999999997,99.99859059645958,0.19466210950586305,1.1078911832854075,0.1566206655824038,1.376985814990138,0.10777933441759616,1.6881552572696068
2023-01-05 08:00:00+00:00,2023-01-06 08:00:00+00:00,weekday,thursday,0.23934999999999995,0.19345,0.26439999999999997,64.69303190889612,0.17073166539301413,1.2815663064167695,0.19749588507172197,1.1078911832854075,0.04185411492827798,1.2119239847102554
2023-01-06 08:00:00+00:00,2023-01-07 08:00:00+00:00,weekday,friday,0.27135,0.19345,0.27135,99.99871633590922,0.11386523229707973,0.9082361012576361,0.08069540696606249,1.2815663064167695,0.1906545930339375,3.362644916260473
2023-01-07 08:00:00+00:00,2023-01-08 08:00:00+00:00,weekend,saturday,0.15915,0.14439999999999995,0.15915,99.99322125813448,0.18936021577713721,0.4771346101813657,0.09947888287371029,0.9082361012576361,0.059671117126289724,1.5998370247285845
2023-01-08 08:00:00+00:00,2023-01-09 08:00:00+00:00,weekend,sunday,0.19624999999999998,0.14439999999999995,0.19624999999999998,99.99807143408161,0.04602740509091137,1.0902408956385772,0.10517149307437647,0.4771346101813657,0.09107850692562351,1.8659999422202127
2023-01-09 08:00:00+00:00,2023-01-10 08:00:00+00:00,weekday,monday,0.2598,0.19345,0.27135,85.17239608739185,0.22610062396667038,1.1655110277015928,0.24171059043700108,1.0902408956385772,0.018089409562998898,1.074839126950516
2023-01-10 08:00:00+00:00,2023-01-11 08:00:00+00:00,weekday,tuesday,0.207,0.19345,0.27135,17.394932094169576,0.17855616886546688,1.8156228380717345,0.26580539917467805,1.2196541495294762,-0.05880539917467806,0.7787652193775296
2023-01-11 08:00:00+00:00,2023-01-12 08:00:00+00:00,weekday,wednesday,0.29364999999999997,0.19345,0.29364999999999997,99.99900201592783,0.18977150027360984,1.487607164633317,0.15548683213858192,1.8156228380717345,0.13816316786141805,1.8885843640976383
2023-01-12 08:00:00+00:00,2023-01-13 08:00:00+00:00,weekday,thursday,0.55185,0.19345,0.55185,99.99972098369986,0.5823252368989587,1.4390893094137482,0.5633328764114176,1.487607164633317,-0.011482876411417653,0.9796161791859785
2023-01-13 08:00:00+00:00,2023-01-14 08:00:00+00:00,weekday,friday,0.35305,0.19345,0.55185,44.53128051740782,0.8746436817164049,1.1182166619828802,0.6796250460590013,1.4390893094137482,-0.32657504605900134,0.5194776179119068
2023-01-14 08:00:00+00:00,2023-01-15 08:00:00+00:00,weekend,saturday,0.56495,0.14439999999999995,0.56495,99.99976221727633,1.0754570899067573,0.5369670379670994,0.5164339145187852,1.1182166619828802,0.04851608548121478,1.0939444217687024
2023-01-15 08:00:00+00:00,2023-01-16 08:00:00+00:00,weekend,sunday,0.64325,0.14439999999999995,0.64325,99.99979953974324,0.5947486351650607,1.1736285387950012,1.299919589630117,0.5369670379670994,-0.656669589630117,0.4948383001005718
2023-01-16 08:00:00+00:00,2023-01-17 08:00:00+00:00,weekday,monday,0.6972,0.19345,0.6972,99.9998014896219,0.47994972846356543,1.161061526075148,0.4748105092446084,1.1736285387950012,0.22238949075539166,1.4683752495478637
2023-01-17 08:00:00+00:00,2023-01-18 08:00:00+00:00,weekday,tuesday,0.535,0.19345,0.6972,67.80141815814132,0.3264730229368032,1.7083574498708587,0.48036439791550634,1.161061526075148,0.054635602084493695,1.1137378255374035
2023-01-18 08:00:00+00:00,2023-01-19 08:00:00+00:00,weekday,wednesday,0.50525,0.19345,0.6972,61.8957344089949,0.2769631913108101,1.495515079497285,0.242456652793781,1.7083574498708587,0.26279334720621894,2.08387765061549
2023-01-19 08:00:00+00:00,2023-01-20 08:00:00+00:00,weekday,thursday,0.44334999999999997,0.19345,0.6972,49.607942003207924,0.4743166134238192,1.5680595087331257,0.49732475855698255,1.495515079497285,-0.05397475855698258,0.8914697938755481
2023-01-20 08:00:00+00:00,2023-01-21 08:00:00+00:00,weekday,friday,0.35329999999999995,0.19345,0.6972,31.732082453270642,0.30122415216931064,1.2852237033918217,0.24689140829539272,1.5680595087331257,0.10640859170460723,1.4309934980697865
2023-01-21 08:00:00+00:00,2023-01-22 08:00:00+00:00,weekend,saturday,0.49244999999999994,0.14439999999999995,0.64325,69.77039282191912,0.7828778653753775,0.6639231744165811,0.4044204570681162,1.2852237033918217,0.08802954293188375,1.2176683730839486
2023-01-22 08:00:00+00:00,2023-01-23 08:00:00+00:00,weekend,sunday,0.46225,0.14439999999999995,0.64325,63.71649306808433,0.5442026868834523,1.180466281347119,1.0414733764919792,0.6168308634525781,-0.5792233764919792,0.44384235875237465
2023-01-23 08:00:00+00:00,2023-01-24 08:00:00+00:00,weekday,monday,0.45485,0.19345,0.6972,51.89081135161745,0.4032931007679564,1.1779312381199614,0.4024270316054433,1.180466281347119,0.05242296839455668,1.1302670155765142
2023-01-24 08:00:00+00:00,2023-01-25 08:00:00+00:00,weekday,tuesday,0.5980500000000001,0.19345,0.6972,80.31749749876926,0.431561952282886,1.5785772709769332,0.5783477565120965,1.1779312381199614,0.019702243487903615,1.03406643021618
2023-01-25 08:00:00+00:00,2023-01-26 08:00:00+00:00,weekday,wednesday,0.45664999999999994,0.19345,0.6972,52.24813003223807,0.34271203725243243,1.430412463239627,0.3105451841991496,1.5785772709769332,0.14610481580085033,1.4704784464059013
2023-01-26 08:00:00+00:00,2023-01-27 08:00:00+00:00,weekday,thursday,0.47409999999999997,0.19345,0.6972,55.712136130476885,0.8553563706637715,1.4395509505120976,0.8608209925876005,1.430412463239627,-0.3867209925876005,0.5507532972388027
2023-01-27 08:00:00+00:00,2023-01-28 08:00:00+00:00,weekday,friday,0.44625,0.19345,0.6972,50.18362209976337,0.399367626545642,1.31905182577273,0.3659381397804328,1.4395509505120976,0.08031186021956715,1.2194684059654324
2023-01-28 08:00:00+00:00,2023-01-29 08:00:00+00:00,weekend,saturday,0.22585,0.14439999999999995,0.64325,16.327688372503278,0.27448895972609566,0.7128481524672114,0.14834060647978473,1.31905182577273,0.07750939352021527,1.522509617289302
2023-01-29 08:00:00+00:00,2023-01-30 08:00:00+00:00,weekend,sunday,0.30005000000000004,0.14439999999999995,0.64325,31.201839423315953,0.19135729622114425,1.1767513270057115,0.31588768446841703,0.7128481524672114,-0.01583768446841699,0.9498629251878907
2023-01-30 08:00:00+00:00,2023-01-31 08:00:00+00:00,weekday,monday,0.49495,0.19345,0.6972,59.85107751433244,0.33847892648994105,1.1250433661935522,0.32360572884399635,1.1767513270057115,0.17134427115600365,1.5294846657013454
2023-01-31 08:00:00+00:00,2023-02-01 08:00:00+00:00,weekday,tuesday,0.4127,0.19345,0.6972,43.523598913751215,0.5384739756238669,1.5528544912570512,0.7432351112843297,1.1250433661935522,-0.3305351112843297,0.5552751662752364
2023-02-01 08:00:00+00:00,2023-02-02 08:00:00+00:00,weekday,wednesday,0.68065,0.19345,0.6972,96.71445473169337,0.3288378833618972,1.5299262838794432,0.32398252619496015,1.5528544912570512,0.3566674738050398,2.100884908806505
2023-02-02 08:00:00+00:00,2023-02-03 08:00:00+00:00,weekday,thursday,0.45404999999999995,0.19345,0.6972,51.73200304911939,0.5429813835325425,1.4045271442315177,0.49847636452785793,1.5299262838794432,-0.044426364527857976,0.9108756850087821
2023-02-03 08:00:00+00:00,2023-02-04 08:00:00+00:00,weekday,friday,0.5111,0.19345,0.6972,63.05702012101192,0.5163631840163859,1.154197151386625,0.42433136199637594,1.4045271442315177,0.08676863800362405,1.204483207640837
2023-02-04 08:00:00+00:00,2023-02-05 08:00:00+00:00,weekend,saturday,0.26549999999999996,0.14439999999999995,0.64325,24.275937552620817,0.2873499310448736,0.6722595632576791,0.1645889591975938,1.17367373904127,0.10091104080240615,1.613109416903594
2023-02-05 08:00:00+00:00,2023-02-06 08:00:00+00:00,weekend,sunday,0.31435,0.14439999999999995,0.64325,34.06842109483375,0.145866840691648,1.1070877061747084,0.24021582569345998,0.6722595632576791,0.07413417430654004,1.3086148637065356
2023-02-06 08:00:00+00:00,2023-02-07 08:00:00+00:00,weekday,monday,0.35574999999999996,0.19345,0.6972,32.218432879670935,0.3295254552330962,1.0298701651918238,0.30654159839641854,1.1070877061747084,0.04920840160358142,1.1605276473437882
2023-02-07 08:00:00+00:00,2023-02-08 08:00:00+00:00,weekday,tuesday,0.37815,0.19345,0.6972,36.66506534961648,0.24364359765793542,1.1220163547526876,0.26544326706664895,1.0298701651918238,0.11270673293335104,1.424598198247206
2023-02-08 08:00:00+00:00,2023-02-09 08:00:00+00:00,weekday,wednesday,0.40805,0.19345,0.6972,42.60052565548128,0.4499877964306454,1.2398498379985914,0.49724524436977013,1.1220163547526876,-0.08919524436977011,0.8206212218624233
